0,0.00,89.17
0,0.00,89.41
0,0.00,88.18
0,0.00,89.27
0,0.00,88.22
0,0.00,88.39
0,0.00,88.82
0,0.00,89.04
0,0.00,88.69
0,0.00,88.56
0,0.00,88.26
0,0.00,89.08
0,0.00,88.52
0,0.00,88.43
0,0.00,90.04
0,0.00,88.69
0,0.00,88.82
0,0.00,88.77
0,0.00,88.60
0,0.00,91.00
0,0.00,89.22
0,0.00,89.22
0,0.00,89.50
0,0.00,88.77
0,0.00,89.89
0,0.00,88.31
0,0.00,89.74
0,0.00,88.82
0,0.00,89.36
0,0.00,88.69
0,0.00,89.08
0,0.00,89.36
0,0.00,89.50
0,0.00,88.39
0,0.00,89.27
0,0.00,88.82
0,0.00,88.64
0,0.00,89.89
0,0.00,87.58
0,0.00,88.73
0,0.00,88.86
0,0.00,89.31
0,0.00,89.22
0,0.00,88.31
0,0.00,88.73
0,0.00,87.74
0,0.00,88.06
0,0.00,89.89
0,0.00,89.17
0,0.00,87.86
0,0.00,88.86
0,0.00,89.08
0,0.00,89.31
0,0.00,87.90
0,0.00,88.86
0,0.00,88.69
0,0.00,88.06
0,0.00,89.64
0,0.00,88.31
0,0.00,88.86
0,0.00,88.99
0,0.00,88.77
0,0.00,89.08
0,0.00,88.95
0,0.00,88.64
0,0.00,88.39
0,0.00,88.91
0,0.00,89.64
0,0.00,88.95
0,0.00,88.43
0,0.00,89.22
0,0.00,89.08
0,0.00,88.56
0,0.00,88.22
0,0.00,88.26
0,0.00,89.17
0,0.00,89.99
0,0.00,87.74
0,0.00,88.39
0,0.00,88.26
0,0.00,87.70
0,0.00,88.02
0,0.00,88.69
0,0.00,88.69
0,0.00,89.50
0,0.00,88.64
0,0.00,89.64
0,0.00,89.13
0,0.00,89.31
0,0.00,90.19
0,0.00,89.79
0,0.00,88.99
0,0.00,88.18
0,0.00,88.18
0,0.00,88.43
0,0.00,88.39
0,0.00,90.29
0,0.00,88.31
0,0.00,89.27
0,0.00,88.69
0,0.00,89.22
0,0.00,88.99
0,0.00,88.99
0,0.00,89.13
0,0.00,89.41
0,0.00,89.22
0,0.00,87.28
0,0.00,88.14
0,0.00,88.77
0,0.00,89.41
0,0.00,89.31
0,0.00,87.66
0,0.00,87.82
0,0.00,88.73
0,0.00,88.77
0,0.00,88.99
0,0.00,88.69
0,0.00,88.77
0,0.00,88.47
0,0.00,88.82
0,0.00,88.86
0,0.00,87.82
0,0.00,89.13
0,0.00,88.77
0,0.00,88.95
0,0.00,88.69
0,0.00,88.73
0,0.00,88.73
0,0.00,89.50
0,0.00,88.43
0,0.00,88.35
0,0.00,88.91
0,0.00,87.47
0,0.00,88.02
0,0.00,89.13
0,0.00,88.91
0,0.00,87.90
0,0.00,88.82
0,0.00,90.29
0,0.00,88.86
0,0.00,88.18
0,0.00,88.99
0,0.00,90.19
0,0.00,90.78
0,0.00,87.90
0,0.00,88.77
0,0.00,90.78
0,0.00,90.67
0,0.00,87.58
0,0.00,88.69
0,0.00,89.17
0,0.00,89.17
0,0.00,89.13
0,0.00,88.60
0,0.00,88.52
0,0.00,87.78
0,0.00,88.14
0,0.00,88.22
0,0.00,89.13
0,0.00,88.43
0,0.00,89.08
0,0.00,91.00
0,0.00,88.95
0,0.00,88.86
0,0.00,87.47
0,0.00,89.45
0,0.00,88.95
0,0.00,88.60
0,0.00,89.22
0,0.00,88.47
0,0.00,88.77
0,0.00,88.56
0,0.00,88.86
0,0.00,88.56
0,0.00,90.35
0,0.00,89.13
0,0.00,87.90
0,0.00,88.02
0,0.00,89.84
0,0.00,88.43
0,0.00,89.04
0,0.00,89.27
0,0.00,93.18
0,0.00,88.56
0,0.00,88.18
0,0.00,88.14
0,0.00,90.19
0,0.00,87.82
0,0.00,89.17
0,0.00,89.22
0,0.00,88.82
0,0.00,88.26
0,0.00,88.82
0,0.00,88.26
0,0.00,88.02
0,0.00,87.55
0,0.00,88.77
0,0.00,88.35
0,0.00,88.91
