14.2899,400.0,1256.6371,1256.637
14.4857,400.0,1256.6371,1256.637
14.6433,400.0,1256.6371,1256.637
14.7902,400.0,1256.6371,1256.637
14.8856,400.0,1256.6371,1256.637
14.9234,400.0,1256.6371,1256.637
14.8515,400.0,1256.6371,1256.637
14.6495,400.0,1256.6371,1256.637
14.3011,400.0,1256.6371,1256.637
13.8021,400.0,1256.6371,1256.637
13.1468,400.0,1256.6371,1256.637
12.3442,400.0,1256.6371,1256.637
11.4421,400.0,1256.6371,1256.637
10.5401,400.0,1256.6371,1256.637
9.6736,400.0,1256.6371,1256.637
8.923,400.0,1256.6371,1256.637
8.8527,400.0,1256.6371,1256.63
9.0103,400.0,1256.6371,1256.63
8.9668,400.0,1256.6371,1256.63
8.8801,400.0,1256.6371,1256.63
8.7852,400.0,1256.6371,1256.63
8.7235,400.0,1256.6371,1256.63
8.6551,400.0,1256.6371,1256.63
8.6098,400.0,1256.6371,1256.63
8.6008,400.0,1256.6371,1256.63
8.6583,400.0,1256.6371,1256.63
8.8318,400.0,1256.6371,1256.63
9.1859,400.0,1256.6371,1256.63
9.648,400.0,1256.6371,1256.63
10.2008,400.0,1256.6371,1256.63
10.8165,400.0,1256.6371,1256.63
11.453,400.0,1256.6371,1256.63
12.0738,400.0,1256.6371,1256.63
12.6593,400.0,1256.6371,1256.63
13.2004,400.0,1256.6371,1256.637
13.6896,400.0,1256.6371,1256.637
14.1035,400.0,1256.6371,1256.637
14.4281,400.0,1256.6371,1256.637
14.6419,400.0,1256.6371,1256.637
14.7402,400.0,1256.6371,1256.637
14.7354,400.0,1256.6371,1256.637
14.6422,400.0,1256.6371,1256.637
14.4976,400.0,1256.6371,1256.637
14.3287,400.0,1256.6371,1256.637
14.1349,400.0,1256.6371,1256.637
13.903,400.0,1256.6371,1256.637
13.6372,400.0,1256.6371,1256.637
13.346,400.0,1256.6371,1256.637
13.0173,400.0,1256.6371,1256.637
12.6506,400.0,1256.6371,1256.637
12.2273,400.0,1256.6371,1256.637
11.7305,400.0,1256.6371,1256.637
11.1665,400.0,1256.6371,1256.637
10.5686,400.0,1256.6371,1256.637
9.9719,400.0,1256.6371,1256.637
9.4163,400.0,1256.6371,1256.637
8.9183,400.0,1256.6371,1256.63
8.5009,400.0,1256.6371,1256.63
8.2646,400.0,1256.6371,1256.63
8.2901,400.0,1256.6371,1256.63
8.262,400.0,1256.6371,1256.63
8.2503,400.0,1256.6371,1256.63
8.2628,400.0,1256.6371,1256.63
8.3062,400.0,1256.6371,1256.63
8.3683,400.0,1256.6371,1256.63
8.4833,400.0,1256.6371,1256.63
8.6478,400.0,1256.6371,1256.63
8.8709,400.0,1256.6371,1256.63
9.1438,400.0,1256.6371,1256.63
9.5014,400.0,1256.6371,1256.63
9.9273,400.0,1256.6371,1256.63
10.4007,400.0,1256.6371,1256.63
10.91,400.0,1256.6371,1256.63
11.434,400.0,1256.6371,1256.63
11.9614,400.0,1256.6371,1256.63
12.4696,400.0,1256.6371,1256.63
12.9395,400.0,1256.6371,1256.637
13.343,400.0,1256.6371,1256.637
13.6781,400.0,1256.6371,1256.637
13.9098,400.0,1256.6371,1256.637
14.0509,400.0,1256.6371,1256.637
14.092,400.0,1256.6371,1256.637
14.016,400.0,1256.6371,1256.637
13.8738,400.0,1256.6371,1256.637
13.6628,400.0,1256.6371,1256.637
13.4028,400.0,1256.6371,1256.637
13.0855,400.0,1256.6371,1256.637
12.7263,400.0,1256.6371,1256.637
12.3181,400.0,1256.6371,1256.637
11.8706,400.0,1256.6371,1256.637
11.3941,400.0,1256.6371,1256.637
10.9017,400.0,1256.6371,1256.637
10.409,400.0,1256.6371,1256.637
9.9307,400.0,1256.6371,1256.637
9.4879,400.0,1256.6371,1256.63
9.1046,400.0,1256.6371,1256.63
8.805,400.0,1256.6371,1256.63
8.593,400.0,1256.6371,1256.63
8.4793,400.0,1256.6371,1256.63
8.444,400.0,1256.6371,1256.63
8.4704,400.0,1256.6371,1256.63
8.5637,400.0,1256.6371,1256.63
8.7093,400.0,1256.6371,1256.63
8.9059,400.0,1256.6371,1256.63
9.1383,400.0,1256.6371,1256.63
9.3754,400.0,1256.6371,1256.63
9.6043,400.0,1256.6371,1256.63
9.8215,400.0,1256.6371,1256.63
